Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Coverage (%) Sample 6,Coverage (%) Sample 7,Coverage (%) Sample 8,Coverage (%) Sample 9,Coverage (%) Sample 10,Coverage (%) Sample 11,Coverage (%) Sample 12,Coverage (%) Sample 13,Coverage (%) Sample 14,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,Area Sample 6,Area Sample 7,Area Sample 8,Area Sample 9,Area Sample 10,Area Sample 11,Area Sample 12,Area Sample 13,Area Sample 14,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,#Spec Sample 6,#Spec Sample 7,#Spec Sample 8,#Spec Sample 9,#Spec Sample 10,#Spec Sample 11,#Spec Sample 12,#Spec Sample 13,#Spec Sample 14,PTM,Avg. Mass,Description
2059,242153,tr|A0A6P0QDM5|A0A6P0QDM5_9CYAN,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8549,Translation initiation factor IF-1 OS=Microcoleus sp. SIO2G3 OX=2607795 GN=infA PE=3 SV=1
2059,242154,tr|A0A328IGN0|A0A328IGN0_9CYAN,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8565,Translation initiation factor IF-1 OS=Hapalosiphonaceae cyanobacterium JJU2 OX=2109628 GN=infA PE=3 SV=1
2059,242155,tr|A0A4D9CHG1|A0A4D9CHG1_MASLA,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8565,Translation initiation factor IF-1 OS=Mastigocladus laminosus UU774 OX=1594576 GN=infA PE=3 SV=1
2059,242156,tr|A0A2N6M1L6|A0A2N6M1L6_9CYAN,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8565,Translation initiation factor IF-1 OS=Fischerella thermalis CCMEE 5205 OX=2019671 GN=infA PE=3 SV=1
2059,242157,tr|A0A6H2BWE9|A0A6H2BWE9_DOLFA,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8565,Translation initiation factor IF-1 OS=Dolichospermum flos-aquae CCAP 1403/13F OX=315271 GN=infA PE=3 SV=1
2059,242158,tr|A0A2T1EV68|A0A2T1EV68_9CYAN,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8549,Translation initiation factor IF-1 OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=infA PE=3 SV=1
2059,242159,tr|A0A6P0IDV7|A0A6P0IDV7_9CYAN,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8549,Translation initiation factor IF-1 OS=Moorea sp. SIO3I7 OX=2607832 GN=infA PE=3 SV=1
2059,242160,tr|A0A2H6LLA3|A0A2H6LLA3_9NOSO,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8565,Translation initiation factor IF-1 OS=Nostoc cycadae WK-1 OX=1861711 GN=infA PE=3 SV=1
2059,242161,tr|K9S568|K9S568_9CYAN,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8565,Translation initiation factor IF-1 OS=Geitlerinema sp. PCC 7407 OX=1173025 GN=infA PE=3 SV=1
2059,242162,tr|A0A6M0B6F9|A0A6M0B6F9_9CYAN,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8549,Translation initiation factor IF-1 OS=Moorea sp. SIO3I6 OX=2607831 GN=infA PE=3 SV=1
2059,242163,tr|A0A261KV94|A0A261KV94_9CYAN,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8549,Translation initiation factor IF-1 OS=Hydrocoleum sp. CS-953 OX=1671698 GN=infA PE=3 SV=1
2059,242164,tr|A0A6M0IWA6|A0A6M0IWA6_9NOSO,95.50,38,0,38,38,38,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8565,Translation initiation factor IF-1 OS=Nostoc sp. UIC 10630 OX=2100146 GN=infA PE=3 SV=1
2059,242165,tr|D3EQH2|D3EQH2_ATETH,95.50,37,0,37,37,37,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8594,Translation initiation factor IF-1 OS=Atelocyanobacterium thalassa (isolate ALOHA) OX=1453429 GN=infA PE=3 SV=1
2059,242166,tr|A0A6M8BNP3|A0A6M8BNP3_9CYAN,95.50,37,0,37,37,37,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8665,Translation initiation factor IF-1 OS=Thermoleptolyngbya sp. PKUAC-SCTA183 OX=2737172 GN=infA PE=3 SV=1
2059,242167,tr|I4H4C4|I4H4C4_MICAE,95.50,37,0,37,37,37,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8779,Translation initiation factor IF-1 OS=Microcystis aeruginosa PCC 9807 OX=1160283 GN=infA PE=3 SV=1
2059,242168,tr|A3IQ24|A3IQ24_9CHRO,95.50,37,0,37,37,37,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8681,Translation initiation factor IF-1 OS=Crocosphaera chwakensis CCY0110 OX=391612 GN=infA PE=3 SV=1
2059,242169,tr|I4HMM0|I4HMM0_MICAE,95.50,37,0,37,37,37,0,0,0,0,16,0,16,0,0,0,,2.3982E3,1.5257E3,3.2275E3,,,,,8.9298E2,,6.0122E2,,,,2,2,0,4,4,3,0,0,0,0,2,0,1,0,0,0,,8779,Translation initiation factor IF-1 OS=Microcystis aeruginosa PCC 9808 OX=1160284 GN=infA PE=3 SV=1
2623,225010,tr|A0A6I5Q2W1|A0A6I5Q2W1_9CYAN,95.49,19,0,0,0,0,0,0,0,0,19,0,19,0,0,0,,,,,,,,,4.0414E3,,1.2967E4,,,,3,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,,20196,DNA starvation/stationary phase protection protein OS=Leptolyngbya sp. SIO3F4 OX=2607780 GN=F6K11_28130 PE=3 SV=1
2056,224352,tr|A0A6M0ETC3|A0A6M0ETC3_9CYAN,95.36,26,0,0,0,0,0,0,0,0,20,0,26,0,0,0,,,,,,,,,4.3914E3,,1.3675E4,,,,3,2,0,0,0,0,0,0,0,0,6,0,8,0,0,0,,15012,AbrB family transcriptional regulator OS=Symploca sp. SIO2B6 OX=2607785 GN=F6K16_13585 PE=4 SV=1
2818,226178,tr|A0A520Y5D8|A0A520Y5D8_9ACTN,95.34,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,,,,,,,,,8.9046E2,,3.592E3,,,,3,3,0,0,0,0,0,0,0,0,1,0,5,0,0,0,,117166,Carbamoyl-phosphate synthase large chain OS=Acidimicrobiales bacterium OX=2201156 GN=carB PE=3 SV=1
1947,226961,tr|A0A1H9GR64|A0A1H9GR64_9PSEU,95.10,7,0,4,0,0,0,4,4,0,0,3,0,0,0,0,,8.2547E2,,,,1.2965E3,2.4867E3,,,3.1159E3,,,,,2,2,0,1,0,0,0,3,1,0,0,10,0,0,0,0,Deamidation (NQ),54152,Uncharacterized protein OS=Lentzea albida OX=65499 GN=SAMN04488000_103239 PE=4 SV=1
2614,221186,tr|A0A2T1DAY7|A0A2T1DAY7_9CYAN,95.09,7,0,3,5,5,0,0,0,0,0,0,0,0,0,0,,1.3025E3,7.1059E3,2.2296E3,,,,,,,,,,,3,3,0,1,5,2,0,0,0,0,0,0,0,0,0,0,Oxidation (M),71451,Carbon dioxide concentrating mechanism protein CcmM OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_18055 PE=3 SV=1
540,242173,tr|A0A2W5Y101|A0A2W5Y101_9BACT,95.03,5,0,5,5,5,5,5,5,0,0,0,0,0,0,0,,2.135E5,1.4837E5,1.267E5,7.4306E3,6.0162E4,9.5911E4,,,,,,,,2,2,0,11,14,10,11,6,6,0,0,0,0,0,0,0,,47974,Cu_amine_oxidN1 domain-containing protein OS=Candidatus Eremiobacteraeota bacterium OX=2052317 GN=DLM50_07705 PE=4 SV=1
1996,226872,tr|K9UCY3|K9UCY3_CHAP6,94.62,5,0,0,0,3,0,0,0,3,2,0,5,3,0,0,,,,8.0666E2,,,,2.3726E3,1.5167E4,,3.8605E4,1.5432E2,,,2,2,0,0,0,1,0,0,0,3,2,0,6,2,0,0,,54896,Carbohydrate-selective porin  OprB family OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_0807 PE=3 SV=1
1996,227012,tr|A0A2T1GA01|A0A2T1GA01_9CYAN,94.62,5,0,0,0,3,0,0,0,3,2,0,5,3,0,0,,,,8.0666E2,,,,2.3726E3,1.5167E4,,3.8605E4,1.5432E2,,,2,2,0,0,0,1,0,0,0,3,2,0,6,2,0,0,,55580,Uncharacterized protein OS=Chamaesiphon polymorphus CCALA 037 OX=2107692 GN=C7B77_19060 PE=3 SV=1
3252,220450,tr|A0A6M8BEI7|A0A6M8BEI7_9CYAN,94.37,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,,,,,,,,,4.727E3,,,,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Oxidation (M),59240,2-isopropylmalate synthase OS=Thermoleptolyngbya sp. PKUAC-SCTA183 OX=2737172 GN=leuA PE=3 SV=1
1945,223377,tr|A0A2T1DFJ0|A0A2T1DFJ0_9CYAN,94.34,30,0,6,30,16,0,6,6,0,6,0,6,0,0,0,,,1.0631E3,1.3966E3,,,,,,,,,,,3,2,0,1,4,3,0,2,1,0,3,0,1,0,0,0,,19782,Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11645 PE=4 SV=1
3176,227083,tr|A0A2T1D707|A0A2T1D707_9CYAN,94.14,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,,,,,,,,1.6967E3,,,,,,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,16379,Photosystem II protein PsbQ OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=psbQ PE=4 SV=1
3176,227084,tr|A0A2T1FDW0|A0A2T1FDW0_9CYAN,94.14,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,,,,,,,,1.6967E3,,,,,,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,16379,Photosystem II protein PsbQ OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=psbQ PE=4 SV=1
2726,222695,tr|A0A401IKF1|A0A401IKF1_APHSA,93.98,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,,,,,,,,,7.5514E3,,,,,,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,Oxidation (M),32648,Phycobilisome linker polypeptide OS=Aphanothece sacrum FPU1 OX=1920663 GN=AsFPU1_3068 PE=3 SV=1
2007,220853,tr|A0A235IR11|A0A235IR11_9NOSO,93.45,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,,,,,,,,,2.7653E4,,7.5432E3,,,,2,2,0,0,0,0,0,0,0,0,11,0,3,0,0,0,,64529,Uncharacterized protein OS=Nostoc sp. 'Peltigera membranacea cyanobiont' 232 OX=2014531 GN=CDG79_34815 PE=4 SV=1
2007,221887,tr|A0A1Z4KC15|A0A1Z4KC15_9CYAN,93.45,4,0,0,0,0,0,0,0,0,4,0,2,0,0,0,,,,,,,,,2.7653E4,,7.5432E3,,,,2,2,0,0,0,0,0,0,0,0,11,0,3,0,0,0,,68777,Peptidase S8/S53 OS=Calothrix brevissima NIES-22 OX=1973478 GN=NIES22_66650 PE=4 SV=1
2220,224691,tr|A0A0Q6W7P5|A0A0Q6W7P5_9BURK,93.14,7,0,0,3,0,0,0,4,0,5,0,5,0,0,0,,,,,,,1.2817E3,,2.2103E2,,1.454E3,,,,3,2,0,0,2,0,0,0,3,0,4,0,3,0,0,0,Oxidation (M),53778,Uncharacterized protein OS=Pelomonas sp. Root1237 OX=1736434 GN=ASC91_20200 PE=4 SV=1
1941,228252,tr|A0A5C8US59|A0A5C8US59_9MICO,93.12,6,0,6,0,3,3,6,3,0,0,0,0,0,0,0,,4.4668E3,,1.8167E3,2.8902E3,8.3361E3,2.9642E3,,,,,,,,2,2,0,3,0,2,2,6,2,0,0,0,0,0,0,0,Deamidation (NQ),44885,Uncharacterized protein OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_05590 PE=4 SV=1
2090,225478,tr|A0A1G8SBC7|A0A1G8SBC7_9ACTN,93.04,3,0,1,1,3,1,1,1,0,0,0,0,0,0,0,,2.568E3,2.868E3,3.6825E3,4.8836E3,3.614E3,1.3994E3,,,,,,,,2,2,0,2,1,2,4,2,2,0,0,0,0,0,0,0,,99052,40-residue YVTN family beta-propeller repeat-containing protein OS=Frankineae bacterium MT45 OX=1882833 GN=SAMN05444157_2538 PE=4 SV=1
2090,226321,tr|A0A7G8WTR2|A0A7G8WTR2_9ACTN,93.04,3,0,1,1,3,1,1,1,0,0,0,0,0,0,0,,2.568E3,2.868E3,3.6825E3,4.8836E3,3.614E3,1.3994E3,,,,,,,,2,2,0,2,1,2,4,2,2,0,0,0,0,0,0,0,,98837,Bifunctional YncE family protein/alkaline phosphatase family protein OS=Nakamurella sp. PAMC28650 OX=2762325 GN=H7F38_13820 PE=4 SV=1
1191,242412,tr|A0A4Q3TNL4|A0A4Q3TNL4_9BURK,92.94,7,0,3,3,3,3,7,3,0,0,0,0,0,0,0,,1.6407E3,5.9874E2,8.8243E3,2.8405E4,1.7552E4,2.0641E4,,,,,,,,2,2,0,1,1,3,5,6,12,0,0,0,0,0,0,0,Deamidation (NQ),36475,Porin OS=Burkholderiales bacterium OX=1891238 GN=EON92_03565 PE=4 SV=1
3063,222458,tr|A0A5M8T219|A0A5M8T219_9BACT,92.88,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,,,,,,9.1257E2,2.2443E3,,,,,,,,2,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,,139604,Uncharacterized protein OS=Acidobacteria bacterium AB60 OX=1230846 GN=DYQ86_02100 PE=4 SV=1
2352,242171,tr|K9UN03|K9UN03_CHAP6,92.80,20,0,0,0,0,0,0,0,9,11,0,11,0,0,0,,,,,,,,1.5826E3,2.2847E2,,6.7115E2,,,,2,2,0,0,0,0,0,0,0,8,2,0,1,0,0,0,Deamidation (NQ),13911,SpoVT-AbrB domain-containing protein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_5158 PE=4 SV=1
2352,242172,tr|A0A2T1FYM6|A0A2T1FYM6_9CYAN,92.80,20,0,0,0,0,0,0,0,9,11,0,11,0,0,0,,,,,,,,1.5826E3,2.2847E2,,6.7115E2,,,,2,2,0,0,0,0,0,0,0,8,2,0,1,0,0,0,Deamidation (NQ),13911,SpoVT-AbrB domain-containing protein OS=Chamaesiphon polymorphus CCALA 037 OX=2107692 GN=C7B77_23165 PE=4 SV=1
2616,225205,tr|A0A3N0GHU2|A0A3N0GHU2_9ACTN,92.60,8,0,0,0,3,8,3,3,0,0,0,0,0,0,0,,,,2.3575E2,1.0143E4,7.1586E2,1.4017E3,,,,,,,,2,2,0,0,0,1,5,1,1,0,0,0,0,0,0,0,Oxidation (M),39085,Sugar ABC transporter substrate-binding protein OS=Marmoricola pocheonensis OX=661485 GN=EFL26_20775 PE=4 SV=1
1962,220753,tr|A0A1Z4JJX2|A0A1Z4JJX2_LEPBY,92.48,13,0,0,0,0,0,0,0,0,13,0,13,9,0,0,,,,,,,,,8.0689E3,,6.9744E3,3.5057E2,,,3,2,0,0,0,0,0,0,0,0,6,0,3,6,0,0,,28777,Phycobilisome linker polypeptide OS=Leptolyngbya boryana NIES-2135 OX=1973484 GN=NIES2135_39160 PE=3 SV=1
2990,225489,tr|A0A4R5LA80|A0A4R5LA80_9BURK,92.40,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,32705,D-ribose ABC transporter substrate-binding protein OS=Paraburkholderia guartelaensis OX=2546446 GN=E1N52_22445 PE=4 SV=1
2990,225490,tr|A0A1G6QBA1|A0A1G6QBA1_9BURK,92.40,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,32679,Erythritol transport system substrate-binding protein OS=Paraburkholderia lycopersici OX=416944 GN=SAMN05421548_111140 PE=4 SV=1
2990,226969,tr|A0A6S7C5L8|A0A6S7C5L8_9BURK,92.40,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,32910,Ribose import binding protein RbsB OS=Pararobbsia alpina OX=621374 GN=rbsB_5 PE=4 SV=1
2990,228427,tr|A0A1N6G5Y4|A0A1N6G5Y4_9BURK,92.40,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,32872,Monosaccharide ABC transporter substrate-binding protein  CUT2 family OS=Paraburkholderia phenazinium OX=60549 GN=SAMN05444165_0583 PE=4 SV=1
2990,229556,tr|A0A3D8K7L8|A0A3D8K7L8_9BURK,92.40,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,32640,D-ribose ABC transporter substrate-binding protein OS=Trinickia dinghuensis OX=2291023 GN=DWV00_02070 PE=4 SV=1
2990,229710,tr|A0A226WR03|A0A226WR03_9BURK,92.40,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,33107,Putative erythritol ABC transporter 2  substrate-binding component OS=Caballeronia sordidicola OX=196367 GN=BSU04_36085 PE=4 SV=1
2990,229711,tr|A0A158GWR1|A0A158GWR1_9BURK,92.40,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,33107,Periplasmic binding protein/LacI transcriptional regulator OS=Caballeronia udeis OX=1232866 GN=AWB69_03467 PE=4 SV=1
2990,230524,tr|A0A522ZZH7|A0A522ZZH7_9BURK,92.40,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,32999,D-ribose ABC transporter substrate-binding protein OS=Burkholderiaceae bacterium OX=2030806 GN=EPN64_09245 PE=4 SV=1
2990,232493,tr|A0A4Q2UAL5|A0A4Q2UAL5_9RHIZ,92.40,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,32075,D-ribose ABC transporter substrate-binding protein OS=Lichenibacterium minor OX=2316528 GN=D3273_03680 PE=4 SV=1
2990,232510,tr|A0A4Q2RFY8|A0A4Q2RFY8_9RHIZ,92.40,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,32701,D-ribose ABC transporter substrate-binding protein OS=Lichenibacterium ramalinae OX=2316527 GN=D3272_11750 PE=4 SV=1
2990,232948,tr|A0A511A8V3|A0A511A8V3_9MICO,92.40,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,33736,D-ribose ABC transporter substrate-binding protein OS=Frigoribacterium faeni OX=145483 GN=FFA01_29430 PE=4 SV=1
2990,232949,tr|A0A0Q5N3P9|A0A0Q5N3P9_9MICO,92.40,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,,1.2835E3,,1.1131E3,,,,,,,,,,,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,,33823,D-ribose ABC transporter substrate-binding protein OS=Frigoribacterium sp. Leaf172 OX=1736285 GN=ASF89_12985 PE=4 SV=1
2309,221185,tr|A0A1Z4SA29|A0A1Z4SA29_9NOSO,92.40,15,0,0,0,0,0,0,0,0,15,0,15,4,0,0,,,,,,,,,6.0131E3,,5.7609E3,,,,3,2,0,0,0,0,0,0,0,0,3,0,4,4,0,0,,29422,Phycobilisome linker polypeptide OS=Nostoc sp. NIES-4103 OX=2005458 GN=NIES4103_42320 PE=3 SV=1
2525,232620,tr|A0A553ULQ5|A0A553ULQ5_9DEIO,92.17,6,0,3,0,3,3,3,6,0,0,0,0,0,0,0,,8.1111E2,,2.1104E2,2.9915E3,3.8447E3,1.1494E4,,,,,,,,2,2,0,1,0,1,1,1,5,0,0,0,0,0,0,0,,43349,S-layer homology domain-containing protein OS=Deinococcus detaillensis OX=2592048 GN=FNU79_15545 PE=4 SV=1
2525,234089,tr|A0A3G8YLK3|A0A3G8YLK3_9DEIO,92.17,6,0,3,0,3,3,3,6,0,0,0,0,0,0,0,,8.1111E2,,2.1104E2,2.9915E3,3.8447E3,1.1494E4,,,,,,,,2,2,0,1,0,1,1,1,5,0,0,0,0,0,0,0,,43407,S-layer homology domain-containing protein OS=Deinococcus sp. S14-83 OX=2489213 GN=EHF33_03870 PE=4 SV=1
2403,220527,tr|K9VXM5|K9VXM5_9CYAN,91.93,22,0,6,0,6,0,6,6,0,22,0,0,0,0,0,,,,,,,,,3.8254E3,,,,,,3,2,0,3,0,2,0,1,1,0,3,0,0,0,0,0,Deamidation (NQ),17090,Photosystem I reaction center subunit II OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_1826 PE=3 SV=1
3363,231996,tr|A0A2Z3GQX7|A0A2Z3GQX7_9BACT,91.93,13,0,0,7,0,0,0,5,0,0,0,0,0,0,0,,,1.7908E3,,,,1.3656E3,,,,,,,,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,Oxidation (M),30994,Dessication-associated protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_12010 PE=4 SV=1
2957,222974,tr|K9W3D3|K9W3D3_9CYAN,91.88,22,0,0,0,0,0,0,0,0,22,0,9,0,0,0,,,,,,,,,4.7643E3,,9.0979E2,,,,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,,14797,UspA domain-containing protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_3902 PE=3 SV=1
1622,240410,tr|A0A2W4XW24|A0A2W4XW24_9CYAN,91.82,5,0,4,4,4,0,4,4,4,5,0,5,0,0,0,,4.0165E3,1.9994E3,8.7352E3,,7.7194E3,3.9911E3,3.559E3,1.7479E4,,8.7072E3,,,,2,2,0,2,1,2,0,4,2,1,6,0,2,0,0,0,,25955,Uncharacterized protein OS=Pseudanabaena frigida OX=945775 GN=DCF19_15390 PE=4 SV=1
2150,245226,tr|A0A6J6KDS3|A0A6J6KDS3_9ZZZZ,91.73,8,0,0,0,0,0,0,0,0,7,0,8,7,0,0,,,,,,,,,5.322E3,,1.4741E4,2.2757E2,,,2,2,0,0,0,0,0,0,0,0,5,0,6,2,0,0,,18429,Unannotated protein OS=freshwater metagenome OX=449393 GN=UFOPK2242_00145 PE=4 SV=1
2150,245227,tr|A0A7K0MUL7|A0A7K0MUL7_9ACTN,91.73,8,0,0,0,0,0,0,0,0,7,0,8,7,0,0,,,,,,,,,5.322E3,,1.4741E4,2.2757E2,,,2,2,0,0,0,0,0,0,0,0,5,0,6,2,0,0,,18399,Fasciclin domain-containing protein OS=Actinobacteria bacterium OX=1883427 GN=F2723_01865 PE=4 SV=1
2150,245228,tr|A0A6J7NMB7|A0A6J7NMB7_9ZZZZ,91.73,8,0,0,0,0,0,0,0,0,7,0,8,7,0,0,,,,,,,,,5.322E3,,1.4741E4,2.2757E2,,,2,2,0,0,0,0,0,0,0,0,5,0,6,2,0,0,,18399,Unannotated protein OS=freshwater metagenome OX=449393 GN=UFOPK2925_00349 PE=4 SV=1
2150,245229,tr|A0A6I3DDT0|A0A6I3DDT0_9ACTN,91.73,8,0,0,0,0,0,0,0,0,7,0,8,7,0,0,,,,,,,,,5.322E3,,1.4741E4,2.2757E2,,,2,2,0,0,0,0,0,0,0,0,5,0,6,2,0,0,,18429,Fasciclin domain-containing protein OS=Actinobacteria bacterium OX=1883427 GN=F2634_00725 PE=4 SV=1
1500,228759,tr|A0A2T1DHY8|A0A2T1DHY8_9CYAN,91.40,15,0,15,9,15,0,9,9,0,0,0,9,0,0,0,,9.7149E3,4.715E3,1.4173E4,,7.2495E2,1.2111E3,,,,5.1656E2,,,,2,2,0,6,4,6,0,2,2,0,0,0,2,0,0,0,,18193,Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_08525 PE=4 SV=1
2611,223236,tr|A0A1H4K5K6|A0A1H4K5K6_9BACT,91.16,9,0,9,0,6,0,0,0,0,0,0,0,0,0,0,,2.6046E3,,8.03E2,,,,,,,,,,,3,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,,41374,Threonine dehydrogenase OS=Terriglobus roseus OX=392734 GN=SAMN05443244_1020 PE=4 SV=1
