"","Protein.Group","Accession","Description","probe_name","n_spec","codes"
"8578",2663,"tr|A0A3D4V824|A0A3D4V824_9BACT","60 kDa chaperonin OS=Gemmatimonas aurantiaca OX=173480 GN=groL PE=3 SV=1","K3",0,173480
"8579",2663,"tr|A0A3D4V824|A0A3D4V824_9BACT","60 kDa chaperonin OS=Gemmatimonas aurantiaca OX=173480 GN=groL PE=3 SV=1","K4",4,173480
"8580",2663,"tr|A0A3D4V824|A0A3D4V824_9BACT","60 kDa chaperonin OS=Gemmatimonas aurantiaca OX=173480 GN=groL PE=3 SV=1","K5",0,173480
"8581",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","B1",0,379066
"8582",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","B2",0,379066
"8583",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","B3",0,379066
"8584",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","B4",0,379066
"8585",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","B5",0,379066
"8586",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","B6",1,379066
"8587",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","K1",0,379066
"8588",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","K2",2,379066
"8589",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","K3",0,379066
"8590",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","K4",4,379066
"8591",2663,"C1A8L8|CH60_GEMAT","60 kDa chaperonin OS=Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505) OX=379066 GN=groL PE=3 SV=1","K5",0,379066
"8592",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","B1",0,1234841
"8593",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","B2",0,1234841
"8594",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","B3",0,1234841
"8595",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","B4",3,1234841
"8596",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","B5",0,1234841
"8597",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","B6",3,1234841
"8598",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","K1",0,1234841
"8599",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","K2",0,1234841
"8600",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","K3",0,1234841
"8601",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","K4",0,1234841
"8602",2849,"tr|A0A223NUL7|A0A223NUL7_9SPHI","RagB/SusD family nutrient uptake outer membrane protein OS=Mucilaginibacter xinganensis OX=1234841 GN=MuYL_1661 PE=3 SV=1","K5",0,1234841
"8603",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B1",0,2026724
"8604",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B2",7,2026724
"8605",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B3",0,2026724
"8606",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B4",0,2026724
"8607",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B5",0,2026724
"8608",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B6",0,2026724
"8609",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K1",0,2026724
"8610",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K2",0,2026724
"8611",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K3",0,2026724
"8612",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K4",0,2026724
"8613",2715,"tr|A0A535S608|A0A535S608_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K5",0,2026724
"8614",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","B1",0,2026724
"8615",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","B2",7,2026724
"8616",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","B3",0,2026724
"8617",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","B4",0,2026724
"8618",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","B5",0,2026724
"8619",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","B6",0,2026724
"8620",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","K1",0,2026724
"8621",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","K2",0,2026724
"8622",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","K3",0,2026724
"8623",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","K4",0,2026724
"8624",2715,"tr|A0A535FQM2|A0A535FQM2_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J34_01175 PE=3 SV=1","K5",0,2026724
"8625",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","B1",0,2026724
"8626",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","B2",7,2026724
"8627",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","B3",0,2026724
"8628",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","B4",0,2026724
"8629",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","B5",0,2026724
"8630",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","B6",0,2026724
"8631",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","K1",0,2026724
"8632",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","K2",0,2026724
"8633",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","K3",0,2026724
"8634",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","K4",0,2026724
"8635",2715,"tr|A0A535VI51|A0A535VI51_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I80_15810 PE=3 SV=1","K5",0,2026724
"8636",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","B1",0,2509675
"8637",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","B2",7,2509675
"8638",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","B3",0,2509675
"8639",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","B4",0,2509675
"8640",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","B5",0,2509675
"8641",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","B6",0,2509675
"8642",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","K1",0,2509675
"8643",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","K2",0,2509675
"8644",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","K3",0,2509675
"8645",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","K4",0,2509675
"8646",2715,"tr|A0A4P6JWE9|A0A4P6JWE9_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Ktedonosporobacter rubrisoli OX=2509675 GN=EPA93_28475 PE=3 SV=1","K5",0,2509675
"8647",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","B1",0,2026724
"8648",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","B2",7,2026724
"8649",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","B3",0,2026724
"8650",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","B4",0,2026724
"8651",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","B5",0,2026724
"8652",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","B6",0,2026724
"8653",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","K1",0,2026724
"8654",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","K2",0,2026724
"8655",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","K3",0,2026724
"8656",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","K4",0,2026724
"8657",2715,"tr|A0A535UK73|A0A535UK73_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I79_02560 PE=3 SV=1","K5",0,2026724
"8658",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B1",0,2026724
"8659",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B2",7,2026724
"8660",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B3",0,2026724
"8661",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B4",0,2026724
"8662",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B5",0,2026724
"8663",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","B6",0,2026724
"8664",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K1",0,2026724
"8665",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K2",0,2026724
"8666",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K3",0,2026724
"8667",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K4",0,2026724
"8668",2715,"tr|A0A535CSI7|A0A535CSI7_9CHLR","Succinate dehydrogenase flavoprotein subunit (Fragment) OS=Chloroflexi bacterium OX=2026724 GN=sdhA PE=3 SV=1","K5",0,2026724
"8669",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","B1",0,2026724
"8670",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","B2",7,2026724
"8671",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","B3",0,2026724
"8672",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","B4",0,2026724
"8673",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","B5",0,2026724
"8674",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","B6",0,2026724
"8675",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","K1",0,2026724
"8676",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","K2",0,2026724
"8677",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","K3",0,2026724
"8678",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","K4",0,2026724
"8679",2715,"tr|A0A535T862|A0A535T862_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I97_09550 PE=3 SV=1","K5",0,2026724
"8680",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","B1",0,2026724
"8681",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","B2",7,2026724
"8682",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","B3",0,2026724
"8683",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","B4",0,2026724
"8684",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","B5",0,2026724
"8685",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","B6",0,2026724
"8686",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","K1",0,2026724
"8687",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","K2",0,2026724
"8688",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","K3",0,2026724
"8689",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","K4",0,2026724
"8690",2715,"tr|A0A535M1B3|A0A535M1B3_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J11_02715 PE=3 SV=1","K5",0,2026724
"8691",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","B1",0,2026724
"8692",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","B2",7,2026724
"8693",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","B3",0,2026724
"8694",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","B4",0,2026724
"8695",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","B5",0,2026724
"8696",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","B6",0,2026724
"8697",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","K1",0,2026724
"8698",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","K2",0,2026724
"8699",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","K3",0,2026724
"8700",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","K4",0,2026724
"8701",2715,"tr|A0A535GRF6|A0A535GRF6_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6J31_13765 PE=3 SV=1","K5",0,2026724
"8702",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","B1",0,2026724
"8703",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","B2",7,2026724
"8704",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","B3",0,2026724
"8705",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","B4",0,2026724
"8706",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","B5",0,2026724
"8707",2715,"tr|A0A536H7T1|A0A536H7T1_9CHLR","Succinate dehydrogenase flavoprotein subunit OS=Chloroflexi bacterium OX=2026724 GN=E6I32_06815 PE=3 SV=1","B6",0,2026724
